Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6862.80 Mobile Safari/537.36 Telegram-Android/11.2.5 (Realme RMX3312; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6760.65 Mobile Safari/537.36 Telegram-Android/11.0.4 (Google G1AZG; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6768.95 Mobile Safari/537.36 Telegram-Android/11.1.4 (Lenovo L71122; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6862.54 Mobile Safari/537.36 Telegram-Android/11.1.9 (AT&T A146U; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6778.56 Mobile Safari/537.36 Telegram-Android/11.0.6 (Samsung SM-S916B; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6887.92 Mobile Safari/537.36 Telegram-Android/11.0.2 (Google G1AZG; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6805.32 Mobile Safari/537.36 Telegram-Android/11.2.0 (Lenovo L71091; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6863.99 Mobile Safari/537.36 Telegram-Android/11.0.4 (Infinix X669C; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6872.58 Mobile Safari/537.36 Telegram-Android/11.1.8 (ASUS ASUS_X00TD; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6814.80 Mobile Safari/537.36 Telegram-Android/11.2.4 (Samsung SM-A346B; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6875.49 Mobile Safari/537.36 Telegram-Android/11.2.0 (Infinix X659B; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6863.94 Mobile Safari/537.36 Telegram-Android/11.1.5 (AT&T A042U; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6869.81 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi M2102J20SG; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6896.91 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2419; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6855.57 Mobile Safari/537.36 Telegram-Android/11.1.0 (Realme RMX3761; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6778.61 Mobile Safari/537.36 Telegram-Android/11.1.4 (Infinix X6810; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6710.80 Mobile Safari/537.36 Telegram-Android/11.1.2 (OPPO PFFM10; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6734.58 Mobile Safari/537.36 Telegram-Android/11.0.6 (vivo V2206; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6899.78 Mobile Safari/537.36 Telegram-Android/11.1.9 (ASUS ASUS_I003DD; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6843.43 Mobile Safari/537.36 Telegram-Android/11.0.5 (Xiaomi 2201117TY; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6725.97 Mobile Safari/537.36 Telegram-Android/11.2.2 (Samsung SM-A146B; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6783.35 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2477; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6745.94 Mobile Safari/537.36 Telegram-Android/11.0.6 (Huawei PPA-LX9; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6766.69 Mobile Safari/537.36 Telegram-Android/11.2.7 (Huawei MGA-LX9; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6883.86 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T A042U; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6870.70 Mobile Safari/537.36 Telegram-Android/11.1.5 (Realme RMX3312; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6752.70 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 2305EPA48C; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6768.99 Mobile Safari/537.36 Telegram-Android/11.3.0 (OPPO PFFM10; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6733.69 Mobile Safari/537.36 Telegram-Android/11.2.4 (AT&T A536U; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6717.60 Mobile Safari/537.36 Telegram-Android/11.0.5 (Realme RMX3312; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6861.66 Mobile Safari/537.36 Telegram-Android/11.1.6 (OnePlus LE2101; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6890.35 Mobile Safari/537.36 Telegram-Android/11.1.6 (Google G025J; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6815.42 Mobile Safari/537.36 Telegram-Android/11.2.7 (OPPO CPH2461; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6789.63 Mobile Safari/537.36 Telegram-Android/11.0.8 (vivo V2218A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6800.59 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 2211133C; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6856.71 Mobile Safari/537.36 Telegram-Android/11.1.6 (ZTE NX709J; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6871.49 Mobile Safari/537.36 Telegram-Android/11.2.5 (vivo V2219A; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6738.97 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo TB570K; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6872.35 Mobile Safari/537.36 Telegram-Android/11.2.3 (Infinix X6711; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6896.45 Mobile Safari/537.36 Telegram-Android/11.1.0 (vivo V2219A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6867.33 Mobile Safari/537.36 Telegram-Android/11.2.9 (ZTE NX729J; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6811.45 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 23046PNC9C; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6853.99 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3762; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6805.41 Mobile Safari/537.36 Telegram-Android/11.2.7 (Infinix X6827; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6851.34 Mobile Safari/537.36 Telegram-Android/11.1.2 (ZTE P892N21; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6845.36 Mobile Safari/537.36 Telegram-Android/11.2.4 (OnePlus CPH2413; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6766.98 Mobile Safari/537.36 Telegram-Android/11.0.5 (Infinix X659B; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6898.42 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX669J; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6781.63 Mobile Safari/537.36 Telegram-Android/11.2.4 (Huawei PAL-AL00; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6778.65 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_X00TD; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6765.83 Mobile Safari/537.36 Telegram-Android/11.2.6 (Xiaomi 2211133C; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6764.77 Mobile Safari/537.36 Telegram-Android/11.2.7 (OPPO PFFM10; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6886.52 Mobile Safari/537.36 Telegram-Android/11.0.6 (ZTE P892N21; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6789.34 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX701J; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6737.79 Mobile Safari/537.36 Telegram-Android/11.2.0 (vivo V2164A; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6890.68 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_I004B; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6781.63 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_I002D; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6813.68 Mobile Safari/537.36 Telegram-Android/11.1.9 (Lenovo L72581; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6835.92 Mobile Safari/537.36 Telegram-Android/11.2.3 (ZTE NX709J; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6710.99 Mobile Safari/537.36 Telegram-Android/11.1.2 (Google G025J; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6755.61 Mobile Safari/537.36 Telegram-Android/11.1.9 (Realme RMX3686; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6791.41 Mobile Safari/537.36 Telegram-Android/11.1.8 (Google GX7AS; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6830.57 Mobile Safari/537.36 Telegram-Android/11.2.3 (ASUS ASUS_AI2205; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6863.38 Mobile Safari/537.36 Telegram-Android/11.0.2 (Huawei PPA-LX9; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6738.36 Mobile Safari/537.36 Telegram-Android/11.2.8 (Huawei PPA-LX9; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6774.82 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE P892N20; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6777.63 Mobile Safari/537.36 Telegram-Android/11.1.2 (Xiaomi 2301BPN27C; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6882.33 Mobile Safari/537.36 Telegram-Android/11.2.3 (Google G1AZG; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6833.32 Mobile Safari/537.36 Telegram-Android/11.1.9 (ZTE NX719J; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6800.64 Mobile Safari/537.36 Telegram-Android/11.2.2 (Huawei MGA-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6760.97 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei CET-LX9; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6815.83 Mobile Safari/537.36 Telegram-Android/11.2.9 (OPPO PDEM10; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6765.53 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3687; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6884.75 Mobile Safari/537.36 Telegram-Android/11.1.0 (ASUS ASUS_I004D; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6792.98 Mobile Safari/537.36 Telegram-Android/11.1.8 (OnePlus NE2211; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6889.86 Mobile Safari/537.36 Telegram-Android/11.2.3 (Infinix X669; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6783.63 Mobile Safari/537.36 Telegram-Android/11.2.0 (AT&T A042U; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6799.33 Mobile Safari/537.36 Telegram-Android/11.2.1 (ZTE P892N20; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6842.55 Mobile Safari/537.36 Telegram-Android/11.0.9 (Realme RMX3312; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6890.91 Mobile Safari/537.36 Telegram-Android/11.2.0 (AT&T A146U; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6855.61 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T A042U; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6884.30 Mobile Safari/537.36 Telegram-Android/11.2.2 (Samsung SM-A045F; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6866.99 Mobile Safari/537.36 Telegram-Android/11.0.1 (Google GE2AE; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6816.56 Mobile Safari/537.36 Telegram-Android/11.1.5 (Realme RMX3687; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6802.83 Mobile Safari/537.36 Telegram-Android/11.1.1 (Lenovo L72051; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6779.32 Mobile Safari/537.36 Telegram-Android/11.0.2 (Huawei MED-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6848.76 Mobile Safari/537.36 Telegram-Android/11.0.1 (AT&T N986U; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6734.68 Mobile Safari/537.36 Telegram-Android/11.2.6 (ZTE NX666J; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6868.50 Mobile Safari/537.36 Telegram-Android/11.2.1 (Samsung SM-S911B; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6829.90 Mobile Safari/537.36 Telegram-Android/11.1.8 (vivo V2151; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6765.56 Mobile Safari/537.36 Telegram-Android/11.2.7 (Huawei DVC-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6883.72 Mobile Safari/537.36 Telegram-Android/11.0.5 (Infinix X6819; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6816.99 Mobile Safari/537.36 Telegram-Android/11.2.2 (Realme RMX3688; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6703.30 Mobile Safari/537.36 Telegram-Android/11.0.4 (Xiaomi 2305EPA48C; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6787.59 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T N986U; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6777.90 Mobile Safari/537.36 Telegram-Android/11.2.2 (Realme RMX3762; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6856.39 Mobile Safari/537.36 Telegram-Android/11.1.1 (OPPO CPH2459; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6826.31 Mobile Safari/537.36 Telegram-Android/11.1.6 (ZTE NX666J; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6891.58 Mobile Safari/537.36 Telegram-Android/11.3.0 (OPPO PFFM10; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6738.92 Mobile Safari/537.36 Telegram-Android/11.0.4 (AT&T A536U; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6753.30 Mobile Safari/537.36 Telegram-Android/11.0.8 (Infinix X659B; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6787.55 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_I002DB; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6788.48 Mobile Safari/537.36 Telegram-Android/11.2.1 (Google GVU6C; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6808.42 Mobile Safari/537.36 Telegram-Android/11.0.2 (OnePlus LE2101; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6744.45 Mobile Safari/537.36 Telegram-Android/11.0.8 (Realme RMX3312; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6764.37 Mobile Safari/537.36 Telegram-Android/11.2.6 (Xiaomi 2211133C; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6771.90 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo L71091; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6811.77 Mobile Safari/537.36 Telegram-Android/11.3.0 (Samsung SM-S916B; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6822.99 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei MGA-LX9; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6795.52 Mobile Safari/537.36 Telegram-Android/11.2.1 (Xiaomi 22081212C; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6838.34 Mobile Safari/537.36 Telegram-Android/11.3.0 (OPPO PDHM00; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6890.91 Mobile Safari/537.36 Telegram-Android/11.1.2 (AT&T N986U; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6726.34 Mobile Safari/537.36 Telegram-Android/11.1.9 (ZTE NX709J; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6885.70 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_I003DD; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6815.52 Mobile Safari/537.36 Telegram-Android/11.1.3 (vivo V2164A; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6899.50 Mobile Safari/537.36 Telegram-Android/11.2.8 (Google G025J; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6895.40 Mobile Safari/537.36 Telegram-Android/11.1.7 (OPPO PFEM10; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6735.61 Mobile Safari/537.36 Telegram-Android/11.2.2 (Google GVU6C; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6794.98 Mobile Safari/537.36 Telegram-Android/11.0.3 (Samsung SM-S916B; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6708.53 Mobile Safari/537.36 Telegram-Android/11.2.3 (ASUS ASUS_AI2201; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6729.38 Mobile Safari/537.36 Telegram-Android/11.3.0 (Samsung SM-S911N; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6702.84 Mobile Safari/537.36 Telegram-Android/11.2.8 (Google G025J; Android 14; SDK 34; LOW)
